Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Mutant 1	Peptides Mutant 2	Peptides WT	Razor + unique peptides Mutant 1	Razor + unique peptides Mutant 2	Razor + unique peptides WT	Unique peptides Mutant 1	Unique peptides Mutant 2	Unique peptides WT	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Q-value	Score	Identification type Mutant 1	Identification type Mutant 2	Identification type WT	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 Mutant 1	Reporter intensity corrected 1 Mutant 1	Reporter intensity corrected 2 Mutant 1	Reporter intensity corrected 3 Mutant 1	Reporter intensity corrected 4 Mutant 1	Reporter intensity corrected 5 Mutant 1	Reporter intensity corrected 6 Mutant 1	Reporter intensity corrected 7 Mutant 1	Reporter intensity corrected 8 Mutant 1	Reporter intensity corrected 9 Mutant 1	Reporter intensity corrected 0 Mutant 2	Reporter intensity corrected 1 Mutant 2	Reporter intensity corrected 2 Mutant 2	Reporter intensity corrected 3 Mutant 2	Reporter intensity corrected 4 Mutant 2	Reporter intensity corrected 5 Mutant 2	Reporter intensity corrected 6 Mutant 2	Reporter intensity corrected 7 Mutant 2	Reporter intensity corrected 8 Mutant 2	Reporter intensity corrected 9 Mutant 2	Reporter intensity corrected 0 WT	Reporter intensity corrected 1 WT	Reporter intensity corrected 2 WT	Reporter intensity corrected 3 WT	Reporter intensity corrected 4 WT	Reporter intensity corrected 5 WT	Reporter intensity corrected 6 WT	Reporter intensity corrected 7 WT	Reporter intensity corrected 8 WT	Reporter intensity corrected 9 WT	Reporter intensity 0 Mutant 1	Reporter intensity 1 Mutant 1	Reporter intensity 2 Mutant 1	Reporter intensity 3 Mutant 1	Reporter intensity 4 Mutant 1	Reporter intensity 5 Mutant 1	Reporter intensity 6 Mutant 1	Reporter intensity 7 Mutant 1	Reporter intensity 8 Mutant 1	Reporter intensity 9 Mutant 1	Reporter intensity 0 Mutant 2	Reporter intensity 1 Mutant 2	Reporter intensity 2 Mutant 2	Reporter intensity 3 Mutant 2	Reporter intensity 4 Mutant 2	Reporter intensity 5 Mutant 2	Reporter intensity 6 Mutant 2	Reporter intensity 7 Mutant 2	Reporter intensity 8 Mutant 2	Reporter intensity 9 Mutant 2	Reporter intensity 0 WT	Reporter intensity 1 WT	Reporter intensity 2 WT	Reporter intensity 3 WT	Reporter intensity 4 WT	Reporter intensity 5 WT	Reporter intensity 6 WT	Reporter intensity 7 WT	Reporter intensity 8 WT	Reporter intensity 9 WT	Reporter intensity count 0 Mutant 1	Reporter intensity count 1 Mutant 1	Reporter intensity count 2 Mutant 1	Reporter intensity count 3 Mutant 1	Reporter intensity count 4 Mutant 1	Reporter intensity count 5 Mutant 1	Reporter intensity count 6 Mutant 1	Reporter intensity count 7 Mutant 1	Reporter intensity count 8 Mutant 1	Reporter intensity count 9 Mutant 1	Reporter intensity count 0 Mutant 2	Reporter intensity count 1 Mutant 2	Reporter intensity count 2 Mutant 2	Reporter intensity count 3 Mutant 2	Reporter intensity count 4 Mutant 2	Reporter intensity count 5 Mutant 2	Reporter intensity count 6 Mutant 2	Reporter intensity count 7 Mutant 2	Reporter intensity count 8 Mutant 2	Reporter intensity count 9 Mutant 2	Reporter intensity count 0 WT	Reporter intensity count 1 WT	Reporter intensity count 2 WT	Reporter intensity count 3 WT	Reporter intensity count 4 WT	Reporter intensity count 5 WT	Reporter intensity count 6 WT	Reporter intensity count 7 WT	Reporter intensity count 8 WT	Reporter intensity count 9 WT	Sequence coverage Mutant 1 [%]	Sequence coverage Mutant 2 [%]	Sequence coverage WT [%]	Intensity	Intensity Mutant 1	Intensity Mutant 2	Intensity WT	iBAQ	iBAQ Mutant 1	iBAQ Mutant 2	iBAQ WT	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	HexNAc (ST) site IDs	Oxidation (M) site IDs	HexNAc (ST) site positions	Oxidation (M) site positions
CON__P35527	CON__P35527	9	9	9				1	9	9	9	9	8	9	9	8	9	9	8	9	29.4	29.4	29.4	62.129	623	623	1.97	12	13	11	0	246.71	By MS/MS	By MS/MS	By MS/MS	81935	61115	37386	5469.7	35807	56356	205880	77465	115660	46524	77365	57416	40485	8199.3	38570	54567	198930	78287	117950	45586	30	30	29	12	26	30	30	30	30	28	14480	12473	7347	332.43	7695	10875	13964	12086	32148	10413	13198	14209	9494.3	361.74	7043.9	13296	45811	17399	37671	6432.7	54257	34433	20545	4775.6	21068	32185	146110	47980	45841	29678	13675	11713	7824.2	638.79	7861.3	10464	14411	12390	30950	10085	12475	13344	9792.6	897.17	7748.9	12814	44547	17487	37515	6445.1	51214	32358	22868	6663.3	22960	31289	139970	48410	49484	29056	7	7	7	1	6	7	7	7	7	7	9	9	8	3	7	9	9	9	9	7	14	14	14	8	13	14	14	14	14	14	29.4	24.7	29.4	96875000	19368000	21184000	56323000	3726000	744930	814780	2166300	30			+	78	56;81;129;130;150;200;301;320;321	True;True;True;True;True;True;True;True;True	63;91;145;146;168;223;329;349;350;351	220;221;299;300;301;302;303;304;515;516;517;518;519;520;521;612;613;614;816;817;818;1153;1154;1155;1204;1205;1206;1207;1208;1209;1210;1211;1212;1213;1214;1215	174;175;231;232;233;234;235;420;421;422;423;496;497;498;668;669;670;943;944;945;987;988;989;990;991;992;993;994;995;996	174;231;420;421;497;668;943;987;996		52;53		276;286
CON__P35908;CON__ENSEMBL:ENSBTAP00000038253;CON__P12035;CON__Q01546;CON__Q3TTY5	CON__P35908;CON__ENSEMBL:ENSBTAP00000038253;CON__P12035;CON__Q01546;CON__Q3TTY5	2;1;1;1;1	1;1;1;1;1	1;1;1;1;1			;;;;	5	2	1	1	2	1	2	1	0	1	1	0	1	2.6	1.4	1.4	65.865	645	645;606;629;638;707	1.5	1	1		0.0043103	5.7839	By matching	By matching	By MS/MS	2083.4	1658.9	592.01	93.995	940.84	608.98	2637.6	4354	1960	701.5	1965.8	1558.2	689.33	200.3	957.52	635.69	2584.8	4243.3	1962.7	761.31	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2083.4	1658.9	592.01	93.995	940.84	608.98	2637.6	4354	1960	701.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1965.8	1558.2	689.33	200.3	957.52	635.69	2584.8	4243.3	1962.7	761.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2.6	1.2	2.6	1283900	647290	0	636580	32920	16597	0	16323	1			+	79	185;228	False;True	205;253	750;751;752;899;900	613;740	613;740				
Q8IQZ8;O61604;Q8IQZ7;D3DMF1;D0IQI3	Q8IQZ8;O61604;Q8IQZ7;D3DMF1;D0IQI3	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1		Fim;Fim-RD	tr|Q8IQZ8|Q8IQZ8_DROME FI20019p1 OS=Drosophila melanogaster OX=7227 GN=Fim PE=1 SV=1;tr|O61604|O61604_DROME Fimbrin, isoform A OS=Drosophila melanogaster OX=7227 GN=Fim PE=1 SV=1;tr|Q8IQZ7|Q8IQZ7_DROME FI19014p1 OS=Drosophila melanogaster OX=7227 GN=Fim PE	5	1	1	1	0	1	1	0	1	1	0	1	1	1.6	1.6	1.6	69.134	616	616;640;641;641;641	2	1		1	0	70.101		By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	1.6	0	0	0	0	0	0	0	0	2				80	208	True	231	845;846	699;700	699				
X2JEX8;D3DMQ1;P06607	X2JEX8;D3DMQ1;P06607	8;8;8	8;8;8	8;8;8	Vitellogenin-3	Yp3;Yp3-RA	tr|X2JEX8|X2JEX8_DROME Yolk protein 3, isoform B OS=Drosophila melanogaster OX=7227 GN=Yp3 PE=1 SV=1;tr|D3DMQ1|D3DMQ1_DROME FI02182p (Fragment) OS=Drosophila melanogaster OX=7227 GN=Yp3-RA PE=2 SV=1;sp|P06607|VIT3_DROME Vitellogenin-3 OS=Drosophila melanog	3	8	8	8	8	7	8	8	7	8	8	7	8	30.7	30.7	30.7	46.101	420	420;439;420	1.91	17	16	13	0	199.71	By MS/MS	By MS/MS	By MS/MS	239620	208010	143420	25106	103180	82725	239930	36509	19439	23302	226380	195460	149670	37521	108810	79803	231620	38884	26406	22699	39	39	38	35	39	38	39	33	24	25	27927	22056	25287	1896.7	26615	9688.1	7327.8	6494.3	3101.5	3850.1	41921	48772	42934	4404.5	27582	21592	8843.1	10805	11603	1683.4	169770	137180	75201	18805	48984	51445	223760	19210	4734.5	17769	26416	20720	25594	3090	26654	9330.3	8269.5	6743.2	3226.8	3772.2	39672	45821	42911	7373.2	28634	20744	9977	11256	11325	1777.1	160290	128920	81169	27058	53521	49729	213380	20884	11854	17150	10	10	10	7	10	10	10	9	8	8	11	11	10	10	11	11	11	9	10	4	18	18	18	18	18	17	18	15	6	13	30.7	28.8	30.7	424810000	55837000	44867000	324110000	16339000	2147600	1725700	12466000	39				81	5;32;46;114;117;170;213;392	True;True;True;True;True;True;True;True	5;37;52;53;127;128;132;189;237;428	8;9;10;11;12;13;14;15;16;115;116;117;118;119;120;188;189;190;191;192;193;194;425;426;427;428;429;448;449;450;451;699;700;701;702;703;704;705;855;856;857;858;1472;1473;1474;1475	6;7;8;9;10;11;12;13;14;15;16;103;104;105;106;107;108;159;160;161;338;339;340;350;351;352;353;572;573;574;575;576;708;709;1196;1197;1198;1199;1200	8;108;159;340;351;574;708;1199		54;55		306;378
D3DMY7;Q6W4M9;Q6W4K9;X2JH42;L0MQ04;Q05825;Q8T4C4	D3DMY7;Q6W4M9;Q6W4K9;X2JH42;L0MQ04;Q05825	3;3;3;3;3;3;1	3;3;3;3;3;3;1	3;3;3;3;3;3;1	ATP synthase subunit beta;ATP synthase subunit beta, mitochondrial	ATPsyn-beta-RA;ATPsynbeta;ATPsyn-beta	tr|D3DMY7|D3DMY7_DROME ATP synthase subunit beta OS=Drosophila melanogaster OX=7227 GN=ATPsyn-beta-RA PE=2 SV=1;tr|Q6W4M9|Q6W4M9_DROME ATP synthase subunit beta (Fragment) OS=Drosophila melanogaster OX=7227 GN=ATPsynbeta PE=4 SV=1;tr|Q6W4K9|Q6W4K9_DROME AT	7	3	3	3	3	2	3	3	2	3	3	2	3	19	19	19	38.047	353	353;379;379;505;511;505;622	1.82	5	3	3	0	76.535	By MS/MS	By MS/MS	By MS/MS	60094	52670	29810	6873.4	20891	17267	110510	46460	26315	26814	56751	49494	31818	9938	22915	17261	105880	46279	29536	26324	9	9	9	8	9	9	9	9	9	9	8418.7	3319.7	3267.1	1600.6	2976.6	2148.9	3368.3	4957.8	1704.8	4109.3	7229.2	6315.9	5150.1	494.38	4315.2	3471.8	4959	10618	12279	1048.7	44446	43034	21393	4778.4	13600	11647	102190	30884	12330	21656	7946.9	3126.2	3583.1	1757.2	3041.8	2172.4	3364.3	4988	1752.7	3984.2	6832.9	5933.2	5296.4	829.25	4444.4	3438.6	5217.4	10405	11806	1233.2	41971	40435	22939	7351.6	15429	11649	97301	30886	15977	21106	1	1	1	1	1	1	1	1	1	1	3	3	3	2	3	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	19	10.5	19	63419000	8686800	16623000	38110000	3730500	510990	977810	2241800	9				82	127;330;354	True;True;True	143;360;361;385	512;513;1239;1240;1241;1242;1243;1244;1308;1309;1310	418;1015;1016;1017;1018;1019;1020;1069;1070	418;1016;1069		56;57;58		42;268;334
Q9VYI8;D5A7K9	Q9VYI8;D5A7K9	1;1	1;1	1;1		CG4661-RA	tr|Q9VYI8|Q9VYI8_DROME CG4661 OS=Drosophila melanogaster OX=7227 GN=Dmel\CG4661 PE=4 SV=2;tr|D5A7K9|D5A7K9_DROME FI10926p (Fragment) OS=Drosophila melanogaster OX=7227 GN=CG4661-RA PE=2 SV=1	2	1	1	1	0	0	1	0	0	1	0	0	1	3.2	3.2	3.2	71.386	633	633;654	1	1			0.007874	5.5271			By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	1				83	308	True	336	1170	954	954				
D5A7S2;O18404	D5A7S2;O18404	1;1	1;1	1;1	3-hydroxyacyl-CoA dehydrogenase type-2	scu	tr|D5A7S2|D5A7S2_DROME MIP20743p OS=Drosophila melanogaster OX=7227 GN=scu PE=1 SV=1;sp|O18404|HCD2_DROME 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Drosophila melanogaster OX=7227 GN=scu PE=1 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	20.6	20.6	20.6	13.392	126	126;255	2	1	1	1	0	27.963	By matching	By matching	By MS/MS	2134.1	1911.9	934.54	1179.3	515.14	521.05	2945.2	422.47	188.61	1174.8	2015	1802	1009.4	1245	579.29	552.63	2805.8	462.99	303.02	1116	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2134.1	1911.9	934.54	1179.3	515.14	521.05	2945.2	422.47	188.61	1174.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2015	1802	1009.4	1245	579.29	552.63	2805.8	462.99	303.02	1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	20.6	20.6	20.6	9285900	2024700	1059800	6201400	1326600	289240	151410	885910	1				84	243	True	269	957;958;959	785	785				
Q8IRS7;O97428;D5AEL7	Q8IRS7;O97428;D5AEL7	1;1;1	1;1;1	1;1;1		cib	tr|Q8IRS7|Q8IRS7_DROME Ciboulot, isoform C OS=Drosophila melanogaster OX=7227 GN=cib PE=1 SV=1;tr|O97428|O97428_DROME Ciboulot, isoform A OS=Drosophila melanogaster OX=7227 GN=cib PE=1 SV=1;tr|D5AEL7|D5AEL7_DROME MIP21378p OS=Drosophila melanogaster OX=722	3	1	1	1	1	1	0	1	1	0	1	1	0	13.4	13.4	13.4	10.818	97	97;129;129	2.5		1	1	0	7.2549	By matching	By MS/MS		1768.6	1164.4	287.63	0	652.59	867.76	1113.3	1330.1	1165.1	353.49	1668	1093.3	380.11	0	647.27	837.53	1112.5	1326.9	1147.4	363.63	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1768.6	1164.4	287.63	0	652.59	867.76	1113.3	1330.1	1165.1	353.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1668	1093.3	380.11	0	647.27	837.53	1112.5	1326.9	1147.4	363.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	13.4	13.4	0	1528800	64750	1464100	0	218400	9249.9	209150	0	1				85	191	True	213	787;788	644	644				
M9ZYW3;D9PTS4;P40417-1;P40417-2;P40417	M9ZYW3;D9PTS4;P40417-1;P40417-2;P40417	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Mitogen-activated protein kinase;Mitogen-activated protein kinase ERK-A	rl-RE;rl-RB;rl	tr|M9ZYW3|M9ZYW3_DROME Mitogen-activated protein kinase OS=Drosophila melanogaster OX=7227 GN=rl-RE PE=2 SV=2;tr|D9PTS4|D9PTS4_DROME Mitogen-activated protein kinase (Fragment) OS=Drosophila melanogaster OX=7227 GN=rl-RB PE=2 SV=1;sp|P40417-1|ERKA_DROME Is	5	1	1	1	0	0	1	0	0	1	0	0	1	3.7	3.7	3.7	46.806	407	407;408;266;331;376	1	1			0	9.4297			By MS/MS	16151	15825	7255.9	981.14	1070.6	2009.8	4679.9	179.58	131.3	462.14	15250	14865	7748.8	1929.9	1498.4	1946.6	4465.9	264.98	322.48	439.32	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16151	15825	7255.9	981.14	1070.6	2009.8	4679.9	179.58	131.3	462.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15250	14865	7748.8	1929.9	1498.4	1946.6	4465.9	264.98	322.48	439.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	3.7	3865100	0	0	3865100	161050	0	0	161050	1				86	239	True	265	939	772	772				
E1JHL2	E1JHL2	1	1	1			tr|E1JHL2|E1JHL2_DROME Uncharacterized protein, isoform B OS=Drosophila melanogaster OX=7227 GN=Dmel\CG43339 PE=4 SV=2	1	1	1	1	1	1	1	1	1	1	1	1	1	2.2	2.2	2.2	47.78	406	406	2	1	1	1	0.007722	5.5201	By MS/MS	By matching	By matching	4098.8	1546	1450	0	907.48	1286.9	2368	1418.4	1175.2	1629.2	3868.6	1451.6	1608.5	0	972.47	1237.2	2307.6	1466.8	1210.2	1566.9	1	1	1	0	1	1	1	1	1	1	4098.8	1546	1450	0	907.48	1286.9	2368	1418.4	1175.2	1629.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3868.6	1451.6	1608.5	0	972.47	1237.2	2307.6	1466.8	1210.2	1566.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	2.2	2.2	9621600	2168200	2333600	5119900	384860	86727	93342	204790	1				87	350	True	381	1294;1295;1296	1058	1058				
E1JHR5;P15007-2;P15007	E1JHR5;P15007-2;P15007	7;7;7	7;7;7	7;7;7	Enolase	Eno	tr|E1JHR5|E1JHR5_DROME Enolase, isoform F OS=Drosophila melanogaster OX=7227 GN=Eno PE=1 SV=1;sp|P15007-2|ENO_DROME Isoform A of Enolase OS=Drosophila melanogaster OX=7227 GN=Eno;sp|P15007|ENO_DROME Enolase OS=Drosophila melanogaster OX=7227 GN=Eno PE=1 SV	3	7	7	7	7	7	5	7	7	5	7	7	5	22.6	22.6	22.6	46.662	433	433;433;500	2	8	8	8	0	143.34	By MS/MS	By MS/MS	By MS/MS	48116	46519	28998	3766.3	18944	18666	53206	43111	28686	16759	45458	43701	30090	6111.8	19954	18374	51760	42801	29260	16770	20	20	18	12	16	18	17	20	19	19	16836	8289.7	7390.7	866.13	5431	4062.5	7384.7	8621.6	4853.2	6172.4	17334	19645	13082	1006.7	10525	8906.1	10799	22584	18598	2357.5	13946	18585	8525.4	1893.5	2987.9	5697.4	35022	11906	5234.8	8228.7	15895	7788.7	7865.3	1241.2	5545	3989.2	7331.1	8657.4	4896	6011.6	16387	18452	13387	2210.6	10843	8750.3	11133	22194	18020	2734.5	13176	17461	8837.5	2660	3565.7	5634.3	33296	11950	6343.9	8023.8	6	6	5	2	4	4	4	6	6	6	7	7	7	6	7	7	6	7	7	6	7	7	6	4	5	7	7	7	6	7	22.6	22.6	18.7	89944000	17677000	23180000	49087000	4088400	803520	1053600	2231200	20				88	55;71;149;183;184;232;325	True;True;True;True;True;True;True	62;81;167;203;204;257;355	217;218;219;274;275;276;610;611;745;746;747;748;749;914;915;916;917;918;919;1223;1224;1225;1226;1227	173;216;492;493;494;495;611;612;752;753;754;755;756;757;758;1002;1003;1004;1005;1006	173;216;493;611;612;752;1002		59;60;61		165;169;182
Q8MSU2;F0JAP8;Q8IQU1;Q06RG9;Q9VW31;E1JI40;F0JAK3;F0JAQ2	Q8MSU2;F0JAP8;Q8IQU1;Q06RG9;Q9VW31;E1JI40;F0JAK3;F0JAQ2	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1		verm;verm-RF;verm-RC;verm-RE	tr|Q8MSU2|Q8MSU2_DROME LP01646p OS=Drosophila melanogaster OX=7227 GN=verm PE=2 SV=1;tr|F0JAP8|F0JAP8_DROME RH70707p OS=Drosophila melanogaster OX=7227 GN=verm-RF PE=2 SV=1;tr|Q8IQU1|Q8IQU1_DROME LD36620p OS=Drosophila melanogaster OX=7227 GN=verm PE=1 SV=	8	1	1	1	1	1	1	1	1	1	1	1	1	4.3	4.3	4.3	29.598	256	256;341;525;525;531;555;559;584	2	2	2	2	0	31.738	By matching	By MS/MS	By MS/MS	20722	21439	7162.1	2231	4382.3	5321.3	16044	3349	124.68	2942.8	19558	20143	7979.4	3455.6	4761.2	5176.7	15323	3517.6	798.2	2848.5	3	3	3	2	3	3	2	2	2	2	0	0	0	0	0	0	0	0	0	0	336.36	889.19	678.83	0	260.62	175.34	0	0	0	0	20386	20550	6483.3	2231	4121.7	5146	16044	3349	124.68	2942.8	0	0	0	0	0	0	0	0	0	0	319.57	834.92	658.24	0	285.48	165.73	0	0	0	0	19238	19308	7321.2	3455.6	4475.7	5011	15323	3517.6	798.2	2848.5	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	4.3	4.3	4.3	39823000	4083300	8796900	26943000	3318600	340280	733070	2245200	3				89	383	True	416	1422;1423;1424;1425;1426;1427	1155;1156;1157	1155				
E1JIJ5;P31409	E1JIJ5;P31409	2;2	2;2	2;2	V-type proton ATPase subunit B	Vha55	tr|E1JIJ5|E1JIJ5_DROME Vacuolar H[+]-ATPase 55kD subunit, isoform C OS=Drosophila melanogaster OX=7227 GN=Vha55 PE=1 SV=1;sp|P31409|VATB_DROME V-type proton ATPase subunit B OS=Drosophila melanogaster OX=7227 GN=Vha55 PE=2 SV=1	2	2	2	2	2	2	2	2	2	2	2	2	2	7.3	7.3	7.3	54.549	490	490;490	1.95	7	6	6	0	73.092	By MS/MS	By MS/MS	By MS/MS	55551	53945	40818	6850.8	31484	24457	57105	37477	11447	6562.1	52511	50692	41882	9952.1	32736	23904	55640	37278	13011	6970.9	14	13	14	9	12	12	13	12	11	9	23946	15045	13421	1911.7	12748	10682	15192	13787	2451.5	3307.3	14419	23060	18879	2495.4	14023	8513.8	6800.2	14278	7792.3	800.66	17187	15840	8518	2443.7	4713	5260.8	35113	9412.2	1203.3	2454.2	22619	14137	14116	2815.9	12945	10361	14990	13808	2959.3	3422.9	13660	21667	18680	3784.3	14417	8338.9	7296.1	14122	7646.6	1019.3	16231	14887	9086.3	3351.9	5374	5203.7	33354	9347.5	2404.8	2528.7	4	4	4	2	3	4	3	4	4	3	6	6	6	5	6	6	6	6	6	3	4	3	4	2	3	2	4	2	1	3	7.3	7.3	7.3	72574000	15137000	38133000	19304000	2791300	582200	1466600	742470	14				90	215;353	True;True	239;240;384	862;863;864;865;866;867;868;869;870;871;872;873;874;1302;1303;1304;1305;1306;1307	711;712;713;714;715;716;717;718;1063;1064;1065;1066;1067;1068	717;1065		62;63		148;159
E1JIK0;P48810-2;P48810	E1JIK0;P48810-2;P48810	1;1;1	1;1;1	1;1;1	Heterogeneous nuclear ribonucleoprotein 87F	Hrb87F	tr|E1JIK0|E1JIK0_DROME Heterogeneous nuclear ribonucleoprotein at 87F, isoform C OS=Drosophila melanogaster OX=7227 GN=Hrb87F PE=1 SV=1;sp|P48810-2|RB87F_DROME Isoform B of Heterogeneous nuclear ribonucleoprotein 87F OS=Drosophila melanogaster OX=7227 GN=H	3	1	1	1	1	1	1	1	1	1	1	1	1	5.2	5.2	5.2	39.499	385	385;325;385	1.75	2	1	1	0	37.716	By matching	By matching	By MS/MS	26170	18831	4642.3	1186.1	3901	6518.6	32984	4041.5	592.34	5135.2	24683	17689	5958	2380.5	4383.1	6274.5	31291	4304.7	1958.3	4928.9	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26170	18831	4642.3	1186.1	3901	6518.6	32984	4041.5	592.34	5135.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24683	17689	5958	2380.5	4383.1	6274.5	31291	4304.7	1958.3	4928.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	5.2	5.2	5.2	8431700	1791400	1131300	5509000	562110	119430	75419	367260	2				91	120	True	135	460;461;462;463	361;362	361				
Q9VDK6;E1JIR1;H1UUC7	Q9VDK6;E1JIR1;H1UUC7	1;1;1	1;1;1	1;1;1	tRNA pseudouridine synthase	CG4159-RB	tr|Q9VDK6|Q9VDK6_DROME tRNA pseudouridine synthase OS=Drosophila melanogaster OX=7227 GN=PUS1 PE=3 SV=1;tr|E1JIR1|E1JIR1_DROME tRNA pseudouridine synthase OS=Drosophila melanogaster OX=7227 GN=PUS1 PE=3 SV=1;tr|H1UUC7|H1UUC7_DROME tRNA pseudouridine syntha	3	1	1	1	0	0	1	0	0	1	0	0	1	4.9	4.9	4.9	47.224	410	410;442;467	1	1			0	13.662			By MS/MS	2190.4	2724.2	1267	1550.6	1378.8	1653.5	5384.1	1037.8	693.1	1757.7	2069.2	2566.8	1337.8	1665.4	1444.8	1648.4	5159.7	1117.9	882.84	1679.1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2190.4	2724.2	1267	1550.6	1378.8	1653.5	5384.1	1037.8	693.1	1757.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2069.2	2566.8	1337.8	1665.4	1444.8	1648.4	5159.7	1117.9	882.84	1679.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	4.9	1349800	0	0	1349800	56242	0	0	56242	1				92	238	True	264	938	771	771		64		312
